NCESSCH School ID,CT Unemployment Rate,CT Pct Adults with College Degree,CT Pct Childre In Married Couple Family,CT Median Household Income,School ACT average (or equivalent if SAT score),School Pct Free and Reduced Lunch
3.60008E+11,6%,94%,81%,158679,24.08,55%
3.60008E+11,10%,63%,44%,48781,15.83,72%
3.60008E+11,6%,94%,81%,158679,16.73,74%
3.60008E+11,6%,94%,81%,158679,15.59,79%
3.60008E+11,7%,91%,92%,92019,16.78,85%
3.60008E+11,7%,91%,92%,92019,15.59,87%
3.60008E+11,7%,91%,92%,92019,20.86,41%
3.60008E+11,13%,30%,44%,22109,14.32,99%
3.60008E+11,12%,53%,28%,32024,17.98,81%
3.60008E+11,14%,54%,24%,20607,20.15,81%
3.60008E+11,12%,49%,38%,34412,19.96,73%
3.60008E+11,12%,49%,38%,34412,15.61,83%
3.60008E+11,5%,54%,52%,30023,22.84,72%
3.60008E+11,22%,41%,30%,28757,20.23,65%
3.60008E+11,26%,64%,39%,37003,19.27,68%
3.60008E+11,15%,77%,53%,40280,15.27,79%
3.60008E+11,23%,64%,48%,33750,16.37,71%
3.60008E+11,13%,67%,29%,42893,28.50,39%
3.60008E+11,15%,77%,53%,40280,17.95,84%
3.60008E+11,6%,50%,29%,36921,15.93,79%
3.60008E+11,8%,42%,16%,29457,24.87,47%
3.60008E+11,6%,50%,29%,36921,14.17,77%
3.60008E+11,8%,42%,16%,29457,18.25,74%
3.60008E+11,21%,56%,47%,37593,14.95,91%
3.60008E+11,15%,45%,23%,28302,15.10,90%
3.60008E+11,15%,45%,23%,28302,15.46,86%
3.60008E+11,15%,45%,23%,28302,16.34,72%
3.60008E+11,15%,45%,23%,28302,15.46,88%
3.60008E+11,,,,,19.20,75%
3.60008E+11,27%,54%,33%,32214,19.88,76%
3.60008E+11,14%,65%,21%,39044,15.88,87%
3.60008E+11,14%,39%,30%,33301,18.08,100%
3.60008E+11,18%,47%,28%,39792,18.08,81%
3.60008E+11,17%,32%,42%,20678,19.25,73%
3.60008E+11,21%,32%,25%,20233,15.49,84%
3.60008E+11,21%,32%,25%,20233,15.54,83%
3.60008E+11,18%,47%,28%,39792,15.24,91%
3.60008E+11,12%,81%,24%,47993,14.98,86%
3.60008E+11,21%,32%,25%,20233,16.42,88%
3.60008E+11,12%,81%,24%,47993,16.64,83%
3.60008E+11,12%,81%,24%,47993,16.17,90%
3.60008E+11,18%,33%,14%,18516,17.27,92%
3.60008E+11,21%,32%,25%,20233,13.61,92%
3.60009E+11,15%,45%,70%,42595,17.56,64%
3.60009E+11,15%,38%,24%,24583,15.71,80%
3.60009E+11,9%,52%,29%,44836,15.44,99%
3.60009E+11,34%,27%,9%,16371,17.17,99%
3.60009E+11,9%,43%,37%,32354,15.88,80%
3.60009E+11,9%,52%,29%,44836,16.68,99%
3.60009E+11,15%,45%,70%,42595,16.49,99%
3.60009E+11,9%,52%,29%,44836,15.93,99%
3.60009E+11,12%,61%,33%,50388,16.39,77%
3.60009E+11,15%,38%,24%,24583,15.20,87%
3.60009E+11,9%,52%,29%,44836,17.69,99%
3.60009E+11,9%,43%,37%,32354,17.64,70%
3.60009E+11,21%,35%,52%,28988,15.17,84%
3.60009E+11,16%,48%,44%,36181,16.76,82%
3.60009E+11,16%,41%,34%,22839,13.66,92%
3.60009E+11,16%,41%,34%,22839,15.54,87%
3.60009E+11,14%,34%,46%,31309,14.63,99%
3.60009E+11,14%,34%,46%,31309,17.74,99%
3.60009E+11,14%,34%,46%,31309,13.80,99%
3.60009E+11,16%,41%,34%,22839,15.59,87%
3.60009E+11,24%,34%,16%,17300,15.81,82%
3.60009E+11,14%,34%,46%,31309,16.37,99%
3.60009E+11,16%,41%,31%,23529,16.66,69%
3.60009E+11,21%,45%,49%,30330,18.00,83%
3.60009E+11,16%,41%,34%,22839,16.37,84%
3.60009E+11,19%,36%,41%,23674,16.25,85%
3.60009E+11,21%,45%,49%,30330,16.86,86%
3.60009E+11,19%,36%,41%,23674,20.89,75%
3.60009E+11,21%,45%,49%,30330,15.42,88%
3.60009E+11,16%,48%,44%,36181,17.37,84%
3.60009E+11,14%,34%,46%,31309,15.73,99%
3.60009E+11,21%,39%,20%,17664,14.15,94%
3.60009E+11,20%,43%,67%,50669,30.48,33%
3.60009E+11,10%,68%,64%,59461,18.44,72%
3.60009E+11,8%,90%,83%,92869,20.89,47%
3.60009E+11,17%,47%,26%,28015,17.56,83%
3.60009E+11,19%,43%,36%,36481,14.83,85%
3.60009E+11,21%,36%,38%,21190,16.98,81%
3.60009E+11,21%,36%,38%,21190,16.51,81%
3.60009E+11,21%,36%,38%,21190,14.71,85%
3.60009E+11,21%,36%,38%,21190,16.54,85%
3.60009E+11,17%,47%,26%,28015,18.13,87%
3.60009E+11,20%,43%,67%,50669,29.68,22%
3.60009E+11,17%,47%,26%,28015,15.63,77%
3.60009E+11,19%,43%,36%,36481,17.71,76%
3.60009E+11,19%,43%,36%,36481,17.15,79%
3.60009E+11,21%,36%,38%,21190,16.15,89%
3.60009E+11,17%,47%,26%,28015,16.47,76%
3.60009E+11,20%,49%,24%,36656,17.52,99%
3.60009E+11,17%,47%,26%,28015,15.93,82%
3.60009E+11,16%,29%,39%,24612,17.03,99%
3.60009E+11,19%,43%,36%,36481,13.46,95%
3.60009E+11,19%,43%,36%,36481,15.90,92%
3.60009E+11,21%,36%,38%,21190,17.08,79%
3.60009E+11,13%,54%,32%,35096,16.49,63%
3.60009E+11,11%,53%,52%,44601,17.34,64%
3.60009E+11,12%,53%,32%,28832,17.76,60%
3.60009E+11,15%,65%,18%,47625,15.20,99%
3.60009E+11,15%,65%,18%,47625,16.78,99%
3.60009E+11,13%,54%,32%,35096,17.15,70%
3.60009E+11,15%,65%,18%,47625,16.88,99%
3.60009E+11,15%,65%,18%,47625,17.03,99%
3.60009E+11,15%,65%,18%,47625,16.34,99%
3.60009E+11,12%,53%,32%,28832,20.10,69%
3.60009E+11,15%,65%,18%,47625,15.63,99%
3.60009E+11,12%,53%,32%,28832,17.42,75%
3.60009E+11,16%,54%,19%,35329,15.73,94%
3.60009E+11,16%,54%,19%,35329,16.47,63%
3.60009E+11,16%,54%,19%,35329,16.47,74%
3.60009E+11,12%,53%,32%,28832,13.93,94%
3.60009E+11,12%,53%,32%,28832,17.69,75%
3.60009E+11,18%,40%,14%,20671,13.83,99%
3.60009E+11,20%,24%,15%,23750,15.27,81%
3.60009E+11,17%,26%,23%,17708,14.39,84%
3.60009E+11,17%,26%,23%,17708,14.39,98%
3.60009E+11,23%,34%,46%,23883,17.05,87%
3.60009E+11,16%,41%,34%,22839,15.85,87%
3.60009E+11,23%,34%,46%,23883,15.22,86%
3.60009E+11,17%,26%,23%,17708,17.74,80%
3.60009E+11,10%,35%,37%,29254,15.85,85%
3.60009E+11,21%,39%,6%,19396,16.22,99%
3.60009E+11,17%,26%,23%,17708,12.36,99%
3.60009E+11,17%,26%,23%,17708,18.39,71%
3.60009E+11,16%,41%,34%,22839,15.22,85%
3.60009E+11,23%,34%,46%,23883,15.22,81%
3.60009E+11,17%,26%,23%,17708,18.22,87%
3.60009E+11,22%,35%,19%,20169,16.37,69%
3.60009E+11,22%,35%,19%,20169,15.63,99%
3.60009E+11,7%,84%,76%,93393,20.45,47%
3.60009E+11,9%,74%,46%,55050,15.83,77%
3.60009E+11,8%,74%,58%,52083,13.49,79%
3.60009E+11,7%,71%,43%,54801,20.59,45%
3.60009E+11,5%,93%,69%,103500,18.64,62%
3.60009E+11,22%,35%,19%,20169,15.10,74%
3.60009E+11,5%,93%,69%,103500,16.76,73%
3.60009E+11,8%,65%,83%,47670,15.10,79%
3.60009E+11,6%,95%,59%,116058,15.83,76%
3.60009E+11,6%,95%,59%,116058,17.34,83%
3.60009E+11,9%,85%,83%,104728,18.42,63%
3.60009E+11,7%,98%,88%,108715,17.54,77%
3.60009E+11,6%,95%,59%,116058,17.03,69%
3.60009E+11,4%,92%,61%,90341,16.76,62%
3.60009E+11,7%,98%,88%,108715,16.03,68%
3.60009E+11,7%,98%,88%,108715,17.52,79%
3.60009E+11,13%,38%,76%,43942,15.93,79%
3.60009E+11,7%,98%,88%,108715,23.89,35%
3.60009E+11,19%,62%,33%,51410,16.25,74%
3.60009E+11,15%,41%,22%,43942,16.37,78%
3.60009E+11,12%,49%,29%,41154,15.81,99%
3.60009E+11,21%,54%,34%,40093,15.90,98%
3.6001E+11,15%,61%,41%,36798,21.96,61%
3.6001E+11,12%,69%,45%,48239,19.44,75%
3.6001E+11,18%,56%,46%,42794,15.85,75%
3.6001E+11,17%,47%,42%,43702,21.03,67%
3.6001E+11,18%,56%,46%,42794,17.20,77%
3.6001E+11,12%,69%,45%,48239,16.68,82%
3.6001E+11,12%,69%,45%,48239,15.76,81%
3.6001E+11,18%,56%,46%,42794,12.70,99%
3.6001E+11,18%,56%,46%,42794,15.56,84%
3.6001E+11,17%,47%,42%,43702,15.05,79%
3.6001E+11,17%,47%,42%,43702,15.46,69%
3.6001E+11,17%,47%,42%,43702,15.46,81%
3.6001E+11,17%,47%,42%,43702,16.05,72%
3.6001E+11,12%,57%,36%,40938,16.73,88%
3.6001E+11,12%,57%,36%,40938,18.61,67%
3.6001E+11,13%,61%,53%,73750,16.42,80%
3.6001E+11,6%,71%,67%,78063,15.78,76%
3.6001E+11,14%,31%,28%,44375,15.32,70%
3.6001E+11,6%,71%,67%,78063,14.95,78%
3.6001E+11,13%,61%,53%,73750,15.78,81%
3.6001E+11,13%,61%,53%,73750,16.32,72%
3.6001E+11,8%,54%,54%,53854,17.22,83%
3.6001E+11,6%,71%,67%,78063,15.90,74%
3.6001E+11,8%,54%,54%,53854,15.44,75%
3.6001E+11,13%,61%,53%,73750,15.93,72%
3.6001E+11,8%,54%,54%,53854,16.47,77%
3.6001E+11,12%,48%,57%,54583,15.56,89%
3.6001E+11,19%,40%,47%,41990,19.22,75%
3.6001E+11,19%,40%,47%,41990,15.63,94%
3.6001E+11,19%,40%,47%,41990,14.56,99%
3.6001E+11,12%,48%,57%,54583,15.51,91%
3.6001E+11,19%,40%,47%,41990,14.78,99%
3.6001E+11,6%,44%,98%,39773,19.47,67%
3.6001E+11,13%,60%,59%,57426,18.27,66%
3.6001E+11,4%,46%,77%,41625,17.32,66%
3.6001E+11,8%,50%,50%,47333,16.90,100%
3.6001E+11,6%,44%,98%,39773,15.63,99%
3.6001E+11,6%,44%,98%,39773,16.27,99%
3.6001E+11,6%,44%,98%,39773,20.01,69%
3.6001E+11,6%,44%,98%,39773,18.22,65%
3.6001E+11,6%,44%,98%,39773,26.94,34%
3.6001E+11,9%,29%,59%,41339,17.91,71%
3.6001E+11,9%,29%,59%,41339,13.05,87%
3.6001E+11,5%,56%,52%,46962,20.05,56%
3.6001E+11,4%,76%,73%,92222,21.40,60%
3.6001E+11,10%,61%,94%,64762,23.01,44%
3.6001E+11,9%,66%,81%,77645,22.45,60%
3.6001E+11,2%,63%,78%,71950,16.29,59%
3.6001E+11,0%,45%,83%,101016,18.59,50%
3.6001E+11,13%,70%,91%,63750,22.20,59%
3.6001E+11,7%,87%,91%,67744,21.40,53%
3.6001E+11,11%,56%,73%,46607,18.42,72%
3.6001E+11,,,,,29.21,48%
3.6001E+11,24%,42%,34%,37989,17.47,61%
3.6001E+11,11%,56%,73%,46607,17.32,99%
3.6001E+11,18%,48%,29%,56346,20.79,64%
3.6001E+11,9%,61%,55%,42000,18.76,73%
3.6001E+11,9%,61%,55%,42000,16.66,69%
3.6001E+11,5%,66%,86%,83636,19.10,48%
3.6001E+11,9%,61%,55%,42000,16.64,80%
3.6001E+11,9%,61%,55%,42000,20.05,69%
3.6001E+11,5%,66%,49%,69318,16.42,69%
3.6001E+11,5%,66%,49%,69318,15.81,54%
3.6001E+11,5%,66%,49%,69318,16.07,52%
3.6001E+11,5%,66%,49%,69318,16.29,62%
3.6001E+11,10%,54%,31%,62411,16.25,68%
3.6001E+11,10%,54%,31%,62411,18.10,61%
3.6001E+11,10%,54%,31%,62411,17.56,61%
3.6001E+11,22%,65%,40%,59196,17.25,62%
3.6001E+11,10%,54%,31%,62411,16.66,60%
3.6001E+11,13%,55%,67%,82750,17.49,62%
3.6001E+11,7%,69%,71%,46681,18.03,83%
3.6001E+11,7%,79%,87%,70932,17.76,69%
3.6001E+11,7%,69%,71%,46681,20.79,59%
3.6001E+11,17%,36%,32%,25625,18.66,63%
3.6001E+11,10%,65%,66%,59559,23.28,28%
3.6001E+11,7%,86%,83%,118563,18.00,72%
3.6001E+11,7%,51%,90%,54779,27.53,31%
3.6001E+11,15%,72%,90%,48177,20.05,67%
3.6001E+11,9%,88%,73%,82470,18.96,55%
3.6001E+11,4%,69%,89%,98056,20.27,37%
3.6001E+11,10%,61%,54%,60352,19.18,65%
3.6001E+11,7%,68%,91%,92292,18.91,47%
3.6001E+11,7%,52%,68%,54231,17.91,58%
3.6001E+11,5%,70%,95%,100556,21.01,46%
3.6001E+11,9%,64%,79%,90455,20.62,24%
3.6001E+11,5%,61%,65%,61806,20.01,31%
3.6001E+11,5%,61%,65%,61806,18.91,38%
3.60011E+11,8%,64%,55%,42689,15.27,78%
3.60011E+11,13%,35%,14%,17500,19.40,73%
3.60012E+11,17%,34%,16%,20943,16.81,78%
3.60012E+11,5%,44%,91%,31685,14.61,81%
3.60012E+11,5%,44%,91%,31685,14.56,99%
3.60012E+11,14%,72%,91%,72891,15.42,85%
3.60012E+11,14%,72%,91%,72891,16.05,82%
3.60012E+11,14%,72%,91%,72891,19.13,76%
3.60012E+11,7%,91%,97%,84739,16.39,71%
3.60012E+11,7%,91%,97%,84739,17.42,71%
3.60012E+11,7%,91%,97%,84739,18.49,72%
3.60012E+11,15%,51%,42%,25775,16.03,82%
3.60012E+11,15%,51%,42%,25775,26.55,56%
3.60012E+11,15%,51%,42%,25775,15.24,81%
3.60012E+11,6%,93%,73%,95714,16.76,86%
3.60012E+11,8%,33%,17%,29950,19.27,74%
3.60012E+11,20%,38%,25%,14154,14.85,78%
3.60012E+11,20%,38%,25%,14154,15.59,73%
3.60012E+11,20%,38%,25%,14154,15.68,86%
3.60012E+11,20%,38%,25%,14154,15.71,82%
3.60012E+11,13%,56%,69%,60319,16.34,72%
3.60012E+11,9%,42%,51%,43385,12.61,92%
3.60012E+11,14%,52%,71%,62070,14.88,82%
3.60012E+11,14%,52%,71%,62070,15.46,78%
3.60012E+11,14%,52%,71%,62070,15.76,73%
3.60012E+11,23%,31%,23%,30564,15.93,80%
3.60012E+11,11%,45%,11%,37991,16.29,75%
3.60012E+11,13%,51%,22%,40526,16.20,77%
3.60012E+11,11%,45%,11%,37991,16.64,83%
3.60012E+11,19%,51%,88%,46731,18.57,71%
3.60012E+11,13%,49%,75%,50452,17.71,63%
3.60012E+11,3%,61%,96%,53882,18.64,63%
3.60012E+11,9%,75%,95%,81250,29.16,36%
3.60012E+11,7%,43%,74%,32094,16.56,86%
3.60012E+11,14%,56%,88%,52961,21.57,44%
3.60012E+11,6%,70%,85%,60677,20.74,35%
3.60012E+11,9%,40%,71%,24818,20.81,67%
3.60012E+11,16%,57%,51%,65680,14.95,66%
3.60012E+11,12%,37%,65%,55339,16.93,79%
3.60012E+11,8%,53%,63%,58209,16.93,77%
3.60012E+11,9%,54%,61%,57725,17.15,71%
3.60012E+11,7%,55%,31%,54496,17.86,99%
3.60012E+11,7%,55%,31%,54496,24.96,43%
3.60012E+11,11%,54%,49%,53333,20.03,54%
3.60012E+11,9%,54%,61%,57725,14.85,74%
3.60012E+11,8%,53%,58%,66518,17.95,66%
3.60012E+11,9%,54%,61%,57725,17.59,70%
3.60012E+11,7%,55%,31%,54496,14.95,99%
3.60012E+11,7%,55%,31%,54496,16.51,99%
3.60014E+11,13%,30%,44%,22109,19.96,68%
3.60014E+11,13%,65%,23%,25608,19.64,81%
3.60015E+11,7%,66%,41%,35660,19.03,65%
3.60015E+11,12%,29%,37%,27155,15.49,78%
3.60015E+11,12%,66%,65%,43309,19.27,72%
3.60015E+11,9%,40%,100%,28274,19.27,75%
3.60015E+11,11%,79%,76%,90556,20.59,56%
3.60015E+11,10%,39%,74%,38708,19.15,70%
3.60015E+11,10%,30%,87%,28477,17.47,83%
3.60015E+11,12%,82%,100%,31795,18.00,62%
3.60015E+11,9%,59%,94%,51875,20.84,46%
3.60015E+11,11%,53%,96%,49435,18.71,67%
3.60015E+11,6%,55%,89%,57500,19.64,78%
3.60015E+11,10%,45%,75%,39936,15.66,91%
3.60015E+11,8%,78%,40%,47740,18.08,99%
3.60015E+11,10%,45%,75%,39936,15.02,76%
3.60015E+11,10%,45%,75%,39936,19.79,65%
3.60015E+11,10%,45%,75%,39936,15.20,84%
3.60015E+11,10%,45%,75%,39936,16.86,71%
3.60015E+11,9%,81%,91%,86719,21.28,59%
3.60015E+11,6%,69%,57%,52036,23.72,34%
3.60015E+11,10%,74%,100%,61742,19.93,53%
3.60015E+11,9%,73%,66%,56786,22.91,42%
3.60015E+11,15%,63%,54%,41667,15.56,58%
3.60016E+11,14%,60%,41%,36585,20.67,55%
3.60016E+11,10%,56%,55%,43672,17.30,67%
3.60017E+11,23%,38%,45%,21311,17.74,86%
3.60017E+11,13%,37%,39%,35867,20.25,76%
3.60017E+11,12%,65%,34%,43965,18.22,91%
3.60017E+11,4%,87%,70%,65379,18.37,74%
3.60095E+11,5%,93%,39%,91875,16.66,71%
3.60096E+11,16%,44%,29%,31424,15.81,88%
3.60096E+11,17%,32%,42%,20678,18.42,84%
3.60104E+11,11%,59%,43%,33792,15.61,78%
3.60104E+11,17%,47%,26%,28015,15.61,69%
3.60105E+11,17%,47%,26%,28015,17.22,67%
3.70001E+11,17%,57%,23%,32444,17.32,69%
3.70001E+11,19%,49%,46%,33850,20.57,38%
3.70001E+11,23%,44%,24%,29135,21.15,19%
3.70001E+11,14%,76%,63%,54716,19.10,45%
3.70001E+11,13%,71%,50%,59118,17.64,49%
3.70001E+11,14%,61%,58%,33935,19.42,43%
3.70001E+11,18%,71%,41%,46797,16.25,62%
3.70001E+11,22%,61%,38%,32708,17.32,60%
3.70001E+11,29%,61%,29%,27105,18.74,41%
3.70001E+11,8%,75%,58%,48309,21.28,37%
3.70001E+11,13%,70%,72%,83359,22.06,21%
3.70001E+11,7%,64%,68%,61784,20.35,33%
3.70001E+11,6%,78%,37%,41281,20.71,46%
3.70001E+11,14%,54%,27%,34051,20.45,52%
3.70001E+11,6%,79%,71%,68563,22.28,29%
3.70001E+11,15%,53%,49%,32847,19.20,55%
3.70001E+11,18%,48%,51%,40156,18.25,61%
3.70001E+11,24%,46%,21%,20028,21.76,47%
3.70001E+11,6%,81%,75%,53840,19.49,42%
3.70003E+11,11%,71%,55%,47589,21.54,31%
3.70003E+11,19%,58%,51%,40179,17.81,59%
3.70003E+11,7%,61%,76%,63300,20.93,31%
3.70003E+11,8%,60%,69%,50795,21.50,21%
3.70003E+11,12%,37%,44%,31536,18.76,75%
3.70003E+11,16%,64%,35%,30522,19.98,46%
3.70009E+11,11%,44%,57%,35464,20.96,36%
3.70012E+11,14%,43%,59%,24957,20.62,44%
3.70018E+11,33%,51%,16%,31549,16.59,67%
3.70018E+11,18%,35%,65%,40605,18.27,47%
3.70018E+11,33%,51%,16%,31549,17.30,58%
3.70021E+11,11%,53%,54%,32926,20.86,42%
3.70024E+11,18%,48%,61%,34171,19.96,58%
3.70027E+11,20%,62%,17%,17130,22.25,37%
3.70027E+11,20%,62%,17%,17130,23.96,22%
3.7003E+11,7%,51%,75%,39423,20.96,44%
3.70033E+11,10%,69%,33%,29126,19.30,50%
3.70033E+11,12%,45%,67%,35500,17.98,39%
3.70033E+11,12%,41%,57%,38068,19.49,57%
3.70036E+11,9%,48%,41%,30962,14.71,81%
3.70036E+11,9%,48%,41%,30962,17.83,45%
3.70039E+11,21%,57%,32%,23879,16.86,62%
3.70039E+11,16%,51%,54%,25180,17.15,51%
3.70042E+11,10%,57%,52%,45272,19.54,47%
3.70042E+11,10%,54%,70%,42355,21.37,39%
3.70042E+11,24%,44%,57%,36597,20.86,42%
3.70042E+11,18%,50%,57%,47149,23.62,37%
3.70045E+11,5%,76%,84%,76250,22.72,33%
3.70045E+11,9%,54%,65%,38117,21.64,38%
3.70045E+11,6%,60%,71%,43657,19.86,54%
3.70045E+11,8%,70%,75%,49592,20.93,44%
3.70045E+11,4%,64%,81%,52981,22.67,31%
3.70045E+11,7%,90%,75%,61314,22.99,31%
3.70045E+11,20%,62%,17%,17130,21.79,36%
3.70048E+11,15%,41%,66%,29646,20.37,44%
3.70048E+11,16%,48%,55%,35332,21.25,46%
3.70048E+11,21%,46%,74%,40227,23.28,39%
3.70048E+11,13%,51%,68%,43750,22.47,37%
3.70053E+11,17%,59%,44%,42173,19.30,39%
3.70053E+11,11%,60%,74%,53091,20.71,29%
3.70053E+11,14%,62%,61%,46200,21.37,37%
3.70053E+11,5%,72%,70%,54096,21.84,43%
3.70053E+11,9%,76%,75%,69848,22.08,36%
3.70053E+11,5%,81%,77%,84730,22.59,13%
3.70053E+11,7%,88%,93%,111228,22.06,15%
3.70053E+11,4%,73%,91%,73400,23.60,30%
3.70058E+11,11%,67%,84%,45891,20.67,43%
3.70058E+11,8%,40%,63%,35938,21.69,35%
3.70058E+11,13%,46%,62%,32225,18.96,57%
3.70058E+11,13%,59%,67%,48889,21.96,34%
3.7006E+11,12%,39%,45%,25651,20.49,18%
3.70063E+11,11%,65%,67%,53681,21.64,35%
3.70063E+11,1%,76%,57%,53929,22.42,29%
3.70063E+11,16%,59%,64%,47434,23.16,20%
3.70066E+11,20%,44%,40%,29500,19.25,49%
3.70069E+11,7%,51%,73%,51406,21.52,26%
3.70069E+11,8%,63%,78%,47109,19.47,46%
3.70069E+11,7%,48%,82%,47476,22.45,29%
3.70069E+11,9%,56%,75%,48552,20.03,40%
3.70069E+11,11%,63%,68%,52813,21.67,40%
3.70069E+11,18%,32%,44%,31011,22.01,37%
3.70072E+11,5%,97%,91%,135781,26.21,18%
3.70072E+11,1%,89%,91%,91771,26.53,18%
3.70072E+11,7%,87%,78%,87472,25.96,18%
3.70075E+11,14%,43%,72%,45250,19.10,29%
3.70075E+11,19%,38%,56%,36683,18.05,61%
3.70075E+11,13%,69%,76%,58150,21.72,24%
3.70078E+11,14%,47%,68%,30771,19.30,43%
3.70078E+11,7%,57%,68%,33757,21.30,46%
3.70078E+11,9%,52%,90%,34906,19.32,44%
3.70084E+11,25%,50%,42%,25747,18.47,50%
3.70087E+11,16%,58%,65%,31956,21.76,39%
3.7009E+11,12%,43%,64%,38582,18.98,50%
3.7009E+11,13%,64%,68%,50825,19.93,45%
3.7009E+11,9%,63%,69%,41130,21.64,42%
3.7009E+11,25%,53%,29%,27116,20.42,57%
3.7009E+11,13%,58%,50%,44805,21.03,56%
3.70093E+11,12%,47%,47%,36967,18.52,-1%
3.70096E+11,3%,75%,66%,44375,16.68,47%
3.70096E+11,8%,50%,48%,23689,18.25,40%
3.70096E+11,8%,48%,56%,35541,17.34,61%
3.70096E+11,21%,47%,28%,24007,18.96,47%
3.70108E+11,12%,52%,46%,46469,21.86,22%
3.70108E+11,7%,57%,83%,62212,22.06,20%
3.70111E+11,4%,65%,66%,47095,19.69,31%
3.70111E+11,7%,68%,62%,56516,21.03,29%
3.70111E+11,4%,75%,48%,56929,22.52,19%
3.70114E+11,11%,53%,74%,47576,20.96,37%
3.70114E+11,18%,48%,54%,35419,20.45,33%
3.70114E+11,7%,65%,78%,64864,20.49,23%
3.70114E+11,13%,60%,74%,52611,21.62,23%
3.70114E+11,13%,47%,59%,43497,20.89,37%
3.70114E+11,17%,39%,44%,32179,19.22,42%
3.70117E+11,10%,49%,68%,39286,22.08,31%
3.70117E+11,10%,49%,68%,39286,22.35,27%
3.7012E+11,9%,47%,67%,35929,19.20,51%
3.7012E+11,12%,56%,45%,28311,17.34,66%
3.7012E+11,8%,47%,63%,37197,19.08,50%
3.7012E+11,14%,38%,61%,34069,17.83,58%
3.7012E+11,10%,45%,55%,42005,21.50,66%
3.70126E+11,12%,52%,34%,35633,17.10,59%
3.70126E+11,5%,94%,90%,156875,22.08,35%
3.70126E+11,12%,68%,58%,72266,18.93,54%
3.70126E+11,10%,67%,75%,52963,15.88,68%
3.70126E+11,5%,81%,64%,60855,23.45,34%
3.70126E+11,7%,50%,27%,32809,20.84,48%
3.70126E+11,8%,59%,24%,26830,20.86,49%
3.70126E+11,10%,67%,75%,52963,18.37,59%
3.70126E+11,12%,52%,34%,35633,17.05,47%
3.70126E+11,11%,55%,51%,38243,18.59,53%
3.70132E+11,20%,49%,45%,34544,17.44,74%
3.70132E+11,18%,42%,52%,41853,18.64,59%
3.70132E+11,12%,58%,45%,33832,17.34,67%
3.70132E+11,12%,58%,45%,33832,21.81,29%
3.7015E+11,29%,60%,14%,34479,15.66,84%
3.7015E+11,10%,59%,64%,40945,20.57,30%
3.7015E+11,4%,75%,75%,64375,20.40,45%
3.7015E+11,7%,80%,78%,56607,21.59,34%
3.7015E+11,2%,46%,61%,39545,18.15,63%
3.7015E+11,13%,50%,52%,31071,19.49,69%
3.7015E+11,10%,87%,67%,25508,22.40,41%
3.7015E+11,6%,82%,72%,77695,22.33,21%
3.7015E+11,32%,38%,15%,14278,15.93,82%
3.7015E+11,9%,78%,69%,72721,22.96,13%
3.7015E+11,9%,61%,45%,33849,23.99,0%
3.7015E+11,23%,53%,57%,25179,23.57,36%
3.7015E+11,15%,54%,54%,49018,18.69,46%
3.70153E+11,9%,26%,59%,29590,20.52,48%
3.70153E+11,19%,54%,56%,31316,21.86,55%
3.70153E+11,5%,73%,82%,57991,19.76,38%
3.70162E+11,11%,70%,74%,56613,19.66,53%
3.70162E+11,20%,40%,44%,25052,17.66,61%
3.70162E+11,21%,48%,62%,44142,21.64,41%
3.70162E+11,9%,67%,91%,68050,20.89,36%
3.70162E+11,11%,42%,48%,39015,17.74,66%
3.70162E+11,21%,56%,60%,32438,19.91,46%
3.70162E+11,15%,76%,56%,50373,21.35,28%
3.70162E+11,21%,67%,75%,57440,20.45,34%
3.70162E+11,18%,34%,26%,19014,22.94,24%
3.70168E+11,15%,49%,69%,51364,19.37,37%
3.70177E+11,10%,54%,85%,41144,21.20,49%
3.7018E+11,11%,56%,44%,48856,19.08,53%
3.7018E+11,11%,56%,44%,48856,21.96,18%
3.7018E+11,12%,69%,68%,52131,20.25,23%
3.7018E+11,12%,69%,68%,52131,19.86,28%
3.7018E+11,5%,54%,72%,55230,20.32,47%
3.7018E+11,6%,32%,50%,39866,21.20,35%
3.70183E+11,8%,50%,56%,39327,17.86,60%
3.70192E+11,19%,54%,39%,29212,16.39,77%
3.70192E+11,7%,86%,90%,54545,23.91,35%
3.70192E+11,5%,54%,17%,24306,21.47,42%
3.70192E+11,13%,28%,59%,27561,16.39,80%
3.70192E+11,7%,64%,79%,54676,17.52,57%
3.70192E+11,9%,86%,83%,81250,20.30,39%
3.70192E+11,6%,65%,75%,59583,17.78,56%
3.70192E+11,5%,83%,90%,96250,23.64,11%
3.70192E+11,10%,76%,75%,68151,20.15,29%
3.70192E+11,8%,41%,74%,42576,19.18,58%
3.70192E+11,4%,71%,26%,33324,20.40,39%
3.70192E+11,20%,37%,19%,23947,22.11,50%
3.70192E+11,15%,32%,43%,23545,19.96,59%
3.70192E+11,10%,52%,18%,35055,17.71,75%
3.70192E+11,8%,79%,81%,60278,21.59,36%
3.70192E+11,22%,94%,87%,25104,20.15,23%
3.70192E+11,11%,81%,79%,52128,30.95,8%
3.70192E+11,13%,28%,59%,27561,18.10,61%
3.70192E+11,15%,32%,43%,23545,18.66,67%
3.70192E+11,10%,65%,71%,72043,23.60,15%
3.70192E+11,22%,94%,87%,25104,18.91,42%
3.70195E+11,14%,40%,31%,29886,16.07,76%
